Date,Open,High,Low,Close,Volume,Amount,TurnoverRate
2021-03-11,53.98,65.9,48.0,65.25,270390.44,1403024.315,0.786878
2021-03-12,56.0,57.95,48.41,48.8,194750.35,1020146.502,0.566754
2021-03-15,50.45,53.0,46.02,46.6,159613.65,792475.859,0.464501
2021-03-16,44.0,46.38,43.0,44.35,144051.76,638976.843,0.419213
2021-03-17,44.41,45.96,42.01,42.35,154551.24,675389.234,0.4497679999999999
2021-03-18,40.54,41.57,39.11,39.3,151680.52,606956.485,0.441414
2021-03-19,38.83,40.79,38.52,39.41,134909.42,536593.201,0.392607
2021-03-22,39.36,40.58,38.67,39.94,110773.6,440033.224,0.322368
2021-03-23,39.5,39.6,37.07,37.48,116290.64,443252.833,0.338424
2021-03-24,37.1,37.98,36.8,37.48,65048.13,244067.105,0.1893
2021-03-25,37.9,39.17,37.31,37.34,81657.08,313252.625,0.237635
2021-03-26,36.44,37.63,35.89,36.89,67816.68,249558.776,0.197357
2021-03-29,37.02,37.58,36.57,37.16,54966.38,203389.544,0.159961
2021-03-30,37.16,38.38,37.1,37.47,64220.25,242405.295,0.186891
2021-03-31,36.87,36.87,35.41,35.5,74025.19,266493.336,0.215425
2021-04-01,35.19,36.2,34.71,36.01,60332.07,214171.891,0.175576
2021-04-02,35.79,36.6,35.58,36.01,54352.07,196703.571,0.158173
2021-04-06,36.05,36.55,35.86,36.37,39248.2,142322.573,0.1142179999999999
2021-04-07,36.25,38.2,36.08,37.78,89294.6,332536.399,0.259861
2021-04-08,37.75,38.33,36.77,36.81,80208.75,300864.528,0.23342
2021-04-09,36.19,36.66,35.24,35.88,54828.14,196173.375,0.159558
2021-04-12,35.8,36.57,35.55,35.86,39074.25,140862.884,0.113712
2021-04-13,35.4,37.5,35.38,36.51,55852.38,205076.465,0.162539
2021-04-14,36.19,36.19,35.31,35.77,42657.06,152160.938,0.124139
2021-04-15,35.8,35.85,33.93,33.97,47361.53,164269.096,0.137829
2021-04-16,33.81,34.45,33.8,34.22,25555.27,87378.227,0.07437
2021-04-19,34.3,34.99,34.11,34.72,25160.86,86937.742,0.073222
2021-04-20,34.74,34.92,33.71,33.77,36890.45,126510.453,0.107357
2021-04-21,33.9,33.91,32.6,32.74,36925.46,122086.29,0.107459
2021-04-22,32.74,33.4,32.41,32.89,23168.97,76243.935,0.067425
2021-04-23,33.18,33.3,31.57,31.69,37033.04,118832.701,0.107772
2021-04-26,31.6,31.87,31.06,31.14,25388.02,79848.051,0.073883
2021-04-27,31.25,31.56,29.8,30.03,32906.1,100571.349,0.095762
2021-04-28,29.82,30.81,29.51,30.57,30680.61,93119.206,0.089285
2021-04-29,30.42,30.66,29.31,29.38,32270.02,96384.563,0.093911
2021-04-30,29.39,30.26,28.41,29.78,42578.0,125470.998,0.123909
2021-05-06,29.72,30.25,28.88,29.2,29384.5,86321.13,0.0855129999999999
2021-05-07,29.21,29.56,28.85,29.24,21986.21,64386.362,0.063983
2021-05-10,29.32,29.37,28.02,28.21,29395.73,83904.174,0.085546
2021-05-11,27.96,29.08,27.73,28.62,27690.91,79018.783,0.080585
2021-05-12,28.56,31.4,27.91,30.03,55600.27,165096.956,0.1618049999999999
2021-05-13,29.46,29.94,29.12,29.12,33701.63,99424.311,0.098077
2021-05-14,29.28,29.5,28.92,29.08,21165.65,61810.663,0.061595
2021-05-17,29.12,29.94,28.92,29.4,25241.59,73930.56,0.073457
2021-05-18,29.17,29.9,29.06,29.64,22558.98,66813.644,0.06565
2021-05-19,29.43,29.87,29.26,29.28,21427.01,63225.571,0.0623559999999999
2021-05-20,29.32,29.49,28.47,28.59,23882.87,68894.983,0.069503
2021-05-21,28.69,28.95,28.43,28.49,16151.85,46240.277,0.047004
2021-05-24,28.33,28.72,28.33,28.56,12589.33,35898.888,0.036637
2021-05-25,28.58,29.53,28.58,29.2,29120.48,85118.49,0.084745
2021-05-26,29.4,30.3,29.0,29.97,36784.61,109351.202,0.107049
2021-05-27,29.82,30.48,29.77,29.77,35756.84,107424.672,0.104058
2021-05-28,29.65,30.1,29.2,29.21,23594.53,69666.503,0.068664
2021-05-31,29.17,29.84,29.07,29.61,16953.22,49911.575,0.049337
2021-06-01,29.68,30.06,29.56,29.92,21788.29,64910.48,0.063407
2021-06-02,30.06,30.5,29.45,30.35,34051.25,102369.083,0.099094
2021-06-03,30.1,30.1,29.49,29.52,23652.11,70346.702,0.068831
2021-06-04,29.58,30.5,29.48,30.48,39218.8,118148.346,0.114133
2021-06-07,30.49,30.68,29.82,29.95,27094.63,81607.588,0.07885
2021-06-08,29.85,29.89,28.76,28.84,29729.5,86829.441,0.086517
2021-06-09,28.89,29.11,28.58,28.64,15030.49,43269.372,0.043741
2021-06-10,28.4,28.85,28.4,28.64,12782.88,36632.35,0.0372
2021-06-11,28.85,29.46,28.55,28.55,18516.53,53720.948,0.053886
2021-06-15,28.45,28.63,27.47,27.6,23017.16,64053.196,0.066984
2021-06-16,27.85,27.85,26.86,26.9,16717.96,45603.612,0.048652
2021-06-17,27.04,27.25,26.71,27.05,14523.31,39145.132,0.042265
2021-06-18,27.08,27.5,27.06,27.32,13089.33,35731.654,0.038092
2021-06-21,27.3,27.7,27.02,27.63,13280.79,36488.661,0.038649
2021-06-22,27.77,27.97,27.36,27.87,15222.83,42175.976,0.044301
2021-06-23,27.87,27.93,27.2,27.32,15833.31,43565.909,0.046077
2021-06-24,27.18,27.44,26.81,26.9,15002.38,40544.545,0.0436589999999999
2021-06-25,26.95,29.5,26.95,29.18,65689.57,189142.135,0.191167
2021-06-28,28.82,29.35,28.24,28.28,34753.25,99417.442,0.1011369999999999
2021-06-29,28.21,28.97,28.02,28.14,25350.25,72015.82,0.073773
2021-06-30,28.02,28.36,27.76,28.16,18977.73,53152.8,0.055228
2021-07-01,28.16,28.65,28.02,28.07,21310.68,60478.88,0.0620169999999999
2021-07-02,27.95,27.95,27.08,27.13,18085.41,49340.189,0.052631
2021-07-05,27.22,27.34,26.88,27.34,9088.08,24711.839,0.026448
2021-07-06,27.34,27.49,27.09,27.43,10025.33,27307.127,0.029175
2021-07-07,27.28,27.9,27.28,27.44,15344.57,42306.285,0.0446549999999999
2021-07-08,27.5,27.53,26.91,26.96,13161.97,35780.655,0.038303
2021-07-09,26.8,27.23,26.72,27.11,9204.31,24909.611,0.0267859999999999
2021-07-12,27.3,27.45,27.13,27.16,13676.06,37280.48,0.039799
2021-07-13,27.3,27.3,26.93,27.08,10056.16,27197.937,0.029265
2021-07-14,27.2,27.88,27.0,27.35,20753.47,57147.339,0.060396
2021-07-15,27.49,27.49,26.57,26.57,17536.0,47135.361,0.051032
2021-07-16,26.57,26.98,26.05,26.1,14604.16,38391.16,0.0425
2021-07-19,26.02,26.29,25.8,26.11,10106.88,26317.357,0.029413
2021-07-20,26.11,26.18,25.48,25.52,12831.47,33051.142,0.037342
2021-07-21,25.59,25.78,25.4,25.57,10658.77,27283.906,0.031019
2021-07-22,25.57,25.72,25.47,25.54,10310.84,26378.38,0.0300059999999999
2021-07-23,25.57,25.57,24.25,24.28,23326.23,57702.926,0.067883
2021-07-26,24.31,24.48,23.4,23.5,16723.76,39834.793,0.048669
2021-07-27,23.45,23.88,23.11,23.3,14021.08,32927.343,0.040804
2021-07-28,23.58,24.08,22.36,23.7,21226.34,49303.112,0.061772
2021-07-29,23.54,24.08,23.51,23.63,15147.39,35939.993,0.044081
2021-07-30,23.5,23.6,22.98,23.24,13179.86,30591.999,0.038355
2021-08-02,23.02,24.06,23.02,23.81,15022.55,35654.695,0.043718
2021-08-03,23.82,24.8,23.71,24.4,22837.48,55641.364,0.0664609999999999
2021-08-04,24.37,24.37,23.85,24.08,13138.76,31620.601,0.038236
2021-08-05,24.08,24.35,23.82,23.88,10037.0,24125.152,0.029209
2021-08-06,24.0,24.8,23.72,24.15,17789.68,43267.283,0.051771
2021-08-09,24.19,24.54,23.88,24.46,14969.61,36368.59,0.043564
2021-08-10,24.37,24.69,24.26,24.47,12835.88,31354.151,0.037354
2021-08-11,24.9,26.9,24.9,25.35,44163.3,114512.713,0.128522
2021-08-12,25.0,25.35,24.71,24.71,23082.59,57509.932,0.067174
2021-08-13,24.66,24.83,24.3,24.3,14593.61,35736.945,0.04247
2021-08-16,24.3,24.94,24.03,24.68,14700.95,36028.265,0.042782
2021-08-17,24.75,25.23,24.22,24.27,18653.47,46137.248,0.054285
2021-08-18,24.31,24.43,23.98,24.14,11534.27,27838.989,0.033567
2021-08-19,24.16,24.39,23.43,23.44,15774.26,37443.27,0.045906
2021-08-20,23.44,23.94,23.12,23.23,11986.48,28122.084,0.034883
2021-08-23,23.16,23.97,23.16,23.92,13372.91,31724.212,0.038917
2021-08-24,23.93,24.61,23.86,24.45,19842.54,48329.235,0.057745
2021-08-25,24.11,24.33,23.76,24.03,17108.58,41172.013,0.049789
2021-08-26,24.05,24.4,23.72,23.72,12060.93,28847.537,0.035099
2021-08-27,23.66,23.93,23.19,23.23,12168.9,28466.105,0.035413
2021-08-30,23.23,23.58,23.06,23.07,8212.15,19057.486,0.023899
2021-08-31,23.07,23.25,22.59,22.85,12024.98,27455.955,0.034995
2021-09-01,22.98,23.5,22.81,23.49,14201.8,32983.932,0.041329
2021-09-02,23.5,23.52,23.1,23.3,11367.43,26455.9,0.033081
2021-09-03,23.18,23.65,23.18,23.34,8816.55,20637.722,0.025658
2021-09-06,23.5,23.7,23.25,23.62,9226.89,21704.827,0.026852
2021-09-07,23.5,23.74,23.42,23.69,8961.81,21155.916,0.02608
2021-09-08,23.7,23.76,23.53,23.56,10419.95,24584.475,0.030324
2021-09-09,23.71,27.98,23.66,25.0,72613.02,187714.976,0.211315
2021-09-10,24.26,24.88,24.05,24.4,41142.35,100312.685,0.119731
2021-09-13,23.93,24.1,23.71,23.78,30670.93,73002.108,0.0846509999999999
2021-09-14,23.89,24.67,23.63,24.27,31602.06,76269.627,0.0872209999999999
2021-09-15,24.1,24.25,23.81,24.17,15839.91,38101.36,0.043718
2021-09-16,24.03,24.59,24.01,24.31,18848.82,45796.746,0.052023
2021-09-17,24.39,25.74,24.15,25.39,44053.29,110778.752,0.121587
2021-09-22,25.49,26.0,25.0,25.18,25846.46,65511.248,0.071336
2021-09-23,25.29,25.6,24.86,25.03,23494.31,58982.525,0.064844
2021-09-24,24.9,26.0,24.62,25.8,33973.45,86402.223,0.093766
2021-09-27,25.98,26.89,25.57,26.55,50157.21,131878.579,0.138433
2021-09-28,26.25,26.83,25.82,26.29,31261.56,82262.225,0.086282
2021-09-29,26.3,26.3,24.7,24.7,28006.74,71087.947,0.077298
2021-09-30,24.98,25.31,24.71,24.82,14405.44,35935.08,0.039759
2021-10-08,24.88,25.52,24.88,25.46,15293.6,38667.933,0.04221
2021-10-11,25.66,25.75,25.07,25.59,15182.8,38563.145,0.041904
2021-10-12,25.49,25.59,24.85,25.02,14095.82,35549.083,0.038904
2021-10-13,25.01,26.68,24.95,26.55,40979.15,107449.456,0.113102
2021-10-14,26.31,27.0,26.1,26.28,27444.05,72582.941,0.0757449999999999
2021-10-15,26.28,27.44,26.17,26.38,39836.0,107009.361,0.109947
2021-10-18,26.41,26.43,25.24,26.02,22223.0,57312.74,0.061335
2021-10-19,25.99,26.0,25.5,25.85,14818.13,38108.259,0.040898
2021-10-20,26.06,26.08,24.86,24.89,24220.96,61234.972,0.0668499999999999
2021-10-21,24.87,25.45,24.35,25.38,23225.16,57946.725,0.064101
2021-10-22,25.34,25.35,24.43,24.52,15159.47,37605.51,0.04184
2021-10-25,24.22,24.46,23.75,23.98,13759.95,33013.408,0.037977
2021-10-26,23.95,24.18,23.36,23.43,12802.32,30389.142,0.035334
2021-10-27,23.2,23.43,22.73,23.05,11225.84,25799.38,0.030983
2021-10-28,22.88,23.18,22.73,22.93,7365.73,16912.403,0.020329
2021-10-29,22.93,23.5,22.83,23.18,8791.8,20398.604,0.024265
2021-11-01,23.3,23.39,23.11,23.19,7795.26,18120.17,0.021515
2021-11-02,23.49,23.49,21.73,21.73,20001.09,44678.301,0.0552029999999999
