Date,Open,High,Low,Close,Volume,Amount,TurnoverRate
2020-09-10,4.01,4.01,4.01,4.01,85.0,34.085,
2020-09-18,5.02,5.02,5.02,5.02,1.0,0.502,7e-06
2020-09-25,4.0,4.0,4.0,4.0,64.84,25.936,
2020-10-12,4.0,4.0,4.0,4.0,50.0,20.0,
2020-10-19,4.0,4.0,4.0,4.0,60.0,24.0,
2020-10-26,4.0,4.0,4.0,4.0,100.0,40.0,
2020-10-27,4.0,4.0,4.0,4.0,200.0,80.0,
2020-10-29,4.0,4.0,4.0,4.0,80.0,32.0,
2020-11-03,4.0,4.0,4.0,4.0,50.0,20.0,
2020-11-04,4.0,4.0,4.0,4.0,50.0,20.0,
2020-11-17,4.0,4.0,4.0,4.0,86.66,34.664,
2020-11-23,4.0,4.0,4.0,4.0,8.0,3.2,
2020-11-25,4.0,4.0,4.0,4.0,2.0,0.8,
2020-11-26,4.0,4.0,4.0,4.0,11.0,4.4,
2021-01-13,4.0,4.0,4.0,4.0,100.0,40.0,
2021-01-14,4.0,4.0,4.0,4.0,1000.0,400.0,
2021-01-20,4.0,4.0,4.0,4.0,18.0,7.2,
2021-01-21,4.0,4.0,4.0,4.0,3.0,1.2,
2021-01-26,4.0,4.0,4.0,4.0,2.0,0.8,
2021-01-28,4.0,4.0,4.0,4.0,2.0,0.8,
2021-02-02,4.0,4.0,4.0,4.0,2.0,0.8,
2021-02-09,4.0,4.0,4.0,4.0,2.0,0.8,
2021-02-10,4.0,4.0,4.0,4.0,3.0,1.2,
2021-04-02,4.01,4.01,4.01,4.01,1.0,0.401,
2021-04-16,4.0,4.0,4.0,4.0,8.0,3.2,
2021-04-27,4.01,4.01,4.01,4.01,1.0,0.401,
2021-04-30,4.51,4.51,4.51,4.51,10.0,4.51,
2021-05-28,5.0,5.0,5.0,5.0,12.0,6.0,
2021-05-31,6.0,6.0,6.0,6.0,100.0,60.0,
2021-06-01,6.0,6.0,6.0,6.0,100.0,60.0,
2021-06-03,6.0,6.0,6.0,6.0,300.0,180.0,
2021-06-04,7.0,7.0,7.0,7.0,1.0,0.7,
2021-09-07,4.65,4.65,4.65,4.65,1.0,0.465,
2021-09-10,5.28,5.28,5.28,5.28,2.0,1.056,
2021-09-13,5.51,5.51,5.51,5.51,18.0,9.918,
2021-09-22,11.0,11.0,11.0,11.0,22.0,24.2,
2021-09-23,10.0,10.6,10.0,10.6,14.0,14.6,
2021-09-24,10.66,10.75,10.66,10.75,70.0,74.95,
2022-04-15,6.81,8.86,6.61,7.32,118142.42,89187.165,0.490934
2022-04-18,6.8,6.8,6.29,6.36,69163.62,44989.38,0.287405
2022-04-19,6.4,6.4,6.15,6.29,28917.79,18056.879,0.120166
2022-04-20,6.3,6.34,6.09,6.13,23386.24,14444.087,0.09718
2022-04-21,6.11,6.41,6.06,6.18,24406.66,15182.354,0.10142
2022-04-22,6.18,6.36,6.07,6.26,15961.77,9949.608,0.066328
2022-04-25,6.2,6.22,5.96,6.0,23356.19,14115.727,0.097055
2022-04-26,6.0,6.0,5.82,6.0,13924.74,8252.396,0.057863
2022-04-27,5.85,6.4,5.85,6.12,11205.65,6790.403,0.0465639999999999
2022-04-28,6.19,6.19,6.0,6.02,6754.44,4096.088,0.028068
2022-04-29,6.14,6.31,6.06,6.21,10869.42,6716.115,0.045167
2022-05-05,6.26,6.58,6.16,6.52,17666.7,11275.914,0.073413
2022-05-06,6.41,6.46,6.2,6.35,9086.85,5765.132,0.0377599999999999
2022-05-09,6.24,6.34,6.23,6.34,6529.77,4098.003,0.027134
2022-05-10,6.31,6.68,6.22,6.48,8499.21,5443.742,0.035318
2022-05-11,6.42,6.67,6.39,6.5,13105.82,8581.299,0.0544599999999999
2022-05-12,6.5,6.99,6.5,6.89,20061.43,13679.77,0.083364
2022-05-13,6.87,8.2,6.71,7.22,52727.18,38678.366,0.219105
2022-05-16,6.95,7.3,6.89,6.98,26528.08,18606.815,0.110236
2022-05-17,7.02,7.04,6.71,6.82,13899.43,9486.718,0.059555
2022-05-18,6.88,6.9,6.74,6.75,8884.59,6037.751,0.038068
2022-05-19,6.66,6.66,6.55,6.61,9269.86,6116.58,0.039718
2022-05-20,6.61,6.73,6.61,6.71,5369.04,3581.629,0.023005
2022-05-23,6.66,6.7,6.59,6.64,5481.09,3634.823,0.023485
2022-05-24,6.65,6.65,6.22,6.23,9312.02,5984.86,0.039899
2022-05-25,6.23,6.29,6.19,6.26,3242.69,2024.276,0.013894
2022-05-26,6.27,6.39,6.2,6.31,4414.34,2784.788,0.018914
2022-05-27,6.31,6.47,6.19,6.23,4971.12,3104.947,0.0213
2022-05-30,6.19,6.32,6.19,6.29,3861.21,2423.087,0.016544
2022-05-31,6.31,6.32,6.25,6.3,4077.04,2561.26,0.017469
2022-06-01,6.28,6.55,6.28,6.45,6465.92,4160.221,0.027704
2022-06-02,6.45,6.62,6.4,6.59,6236.45,4085.162,0.0267209999999999
2022-06-06,6.56,6.87,6.52,6.73,9832.18,6598.438,0.042128
