Date,Open,High,Low,Close,Volume,Amount
2020-01-23,67.52,77.58,60.33,74.59,351446.25,2277549.591
2020-02-03,65.51,75.4,61.22,66.76,202496.35,1372745.968
2020-02-04,68.81,79.8,65.0,76.65,207465.53,1537705.496
2020-02-05,77.0,91.62,75.03,80.81,202546.69,1690900.425
2020-02-06,81.0,82.0,74.88,75.47,157154.61,1218246.103
2020-02-07,75.3,78.88,71.33,73.22,125047.98,936068.116
2020-02-10,73.0,78.99,73.0,77.73,119416.59,919747.647
2020-02-11,76.97,76.97,70.0,70.99,113800.7,823845.347
2020-02-12,71.74,72.93,70.26,72.28,54369.8,391050.298
2020-02-13,72.88,73.39,69.51,70.39,62937.98,445669.356
2020-02-14,71.0,76.95,70.6,73.71,98237.8,728027.322
2020-02-17,72.2,74.68,71.43,74.27,61872.51,452660.014
2020-02-18,74.44,74.45,72.11,73.52,46055.69,337044.696
2020-02-19,74.0,77.95,73.64,74.26,67358.98,509850.99
2020-02-20,74.08,74.88,71.45,73.08,53447.54,389004.747
2020-02-21,71.03,72.6,67.64,67.78,97447.59,674057.32
2020-02-24,66.89,66.96,65.0,66.18,48471.44,319343.2
2020-02-25,64.98,67.8,64.51,66.9,42472.06,281429.308
2020-02-26,66.66,66.66,62.0,62.26,51518.84,328976.943
2020-02-27,62.1,62.95,59.1,60.03,37668.42,227907.901
2020-02-28,58.33,61.97,57.68,59.7,29846.18,179716.228
2020-03-02,60.8,61.34,59.0,61.02,27787.37,167557.291
2020-03-03,61.4,62.85,60.78,62.35,40397.81,249309.731
2020-03-04,63.4,65.41,62.2,64.94,57397.81,368170.832
2020-03-05,64.4,65.3,63.07,63.49,33513.12,214366.453
2020-03-06,63.89,65.39,62.7,62.98,26038.66,166887.613
2020-03-09,61.0,61.5,58.81,59.03,34352.25,205637.26
2020-03-10,58.3,59.37,56.02,58.89,26400.44,153171.547
2020-03-11,59.1,60.98,58.3,58.7,21233.43,126521.147
2020-03-12,58.5,58.5,56.38,56.63,18907.11,108245.692
2020-03-13,53.0,55.8,51.8,54.19,27818.49,150777.089
2020-03-16,54.48,55.9,51.6,52.0,21028.0,113006.185
2020-03-17,53.05,53.38,49.5,51.32,22713.38,115923.947
2020-03-18,51.76,53.04,50.79,50.79,20104.26,104768.97
2020-03-19,50.78,52.19,50.29,52.17,15877.62,81423.474
2020-03-20,52.87,53.2,51.61,52.06,13386.53,70158.926
2020-03-23,50.97,51.9,49.9,49.94,13875.55,70557.678
2020-03-24,53.99,59.0,53.27,57.09,55009.52,308284.687
2020-03-25,55.8,58.5,55.41,57.6,41320.32,236200.717
2020-03-26,57.91,57.92,56.07,57.06,19737.07,112858.55
2020-03-27,57.1,57.9,55.0,55.39,18791.14,105199.177
2020-03-30,53.99,54.59,51.85,52.02,20087.45,106221.385
2020-03-31,52.5,53.2,51.08,51.44,8830.91,45857.415
2020-04-01,51.76,52.4,50.7,50.75,9177.26,47212.047
2020-04-02,50.75,52.19,50.1,52.0,8429.44,43206.973
2020-04-03,52.0,56.54,51.91,54.1,21705.17,118680.025
2020-04-07,55.82,56.62,55.0,55.9,20238.3,113172.126
2020-04-08,55.28,59.33,55.23,57.9,25252.58,146191.91
2020-04-09,58.58,58.85,56.6,58.29,17438.22,100845.582
2020-04-10,57.82,59.26,57.0,57.5,14422.81,83481.431
2020-04-13,57.5,58.36,56.2,57.9,11808.22,67983.068
2020-04-14,57.9,59.55,57.6,59.17,14185.24,83726.167
2020-04-15,59.18,59.93,56.5,57.35,18694.34,108991.962
2020-04-16,57.0,61.76,56.5,61.0,31112.24,186039.032
2020-04-17,60.95,62.59,60.18,60.4,22046.47,135264.908
2020-04-20,60.5,62.37,60.21,62.25,12261.72,75467.818
2020-04-21,62.25,62.59,60.69,61.15,10668.63,65640.791
2020-04-22,60.5,60.8,59.59,60.19,14241.12,85480.39
2020-04-23,60.32,61.98,59.9,60.29,13022.87,79323.897
2020-04-24,60.3,60.88,59.9,60.38,7854.68,47378.746
2020-04-27,60.75,63.97,60.25,63.12,18465.44,114615.224
2020-04-28,62.5,65.27,61.16,63.51,26644.09,168549.855
2020-04-29,63.0,63.51,61.49,62.0,15056.85,93810.939
2020-04-30,62.4,62.8,61.6,62.55,12330.83,76775.614
2020-05-06,62.98,66.25,62.15,66.09,27236.18,177806.445
2020-05-07,66.0,70.2,65.26,69.69,36838.63,251453.775
2020-05-08,70.27,72.76,68.38,69.42,34912.95,246844.817
2020-05-11,69.42,70.77,68.66,70.77,16512.89,115426.65
2020-05-12,72.17,75.2,72.17,74.86,34447.76,254830.485
2020-05-13,74.19,83.88,74.0,79.16,58067.72,462206.591
2020-05-14,78.94,78.94,75.0,75.18,51820.76,395168.538
2020-05-15,76.5,77.79,73.63,74.49,27451.81,207142.023
2020-05-18,75.65,77.68,74.22,75.18,25324.21,192851.624
2020-05-19,75.88,77.21,73.8,76.13,21736.54,163476.603
2020-05-20,76.29,76.8,71.0,72.1,36554.17,266748.341
2020-05-21,72.25,73.9,71.33,72.38,17215.88,124836.666
2020-05-22,72.6,73.33,69.61,69.97,18561.38,131584.971
2020-05-25,69.7,71.4,69.52,70.5,9479.53,67000.554
2020-05-26,71.16,74.77,70.71,73.73,18213.8,133254.159
2020-05-27,73.64,74.87,73.0,74.24,10023.71,74002.948
2020-05-28,73.9,75.48,71.76,73.14,14447.45,106565.296
2020-05-29,72.99,74.96,72.66,73.69,14016.25,103718.979
2020-06-01,75.49,76.7,74.39,75.97,19561.69,147742.308
2020-06-02,75.53,75.96,73.38,73.51,15539.36,115249.739
2020-06-03,73.93,75.65,73.45,74.21,12933.03,96513.084
2020-06-04,74.59,74.96,73.3,73.4,9332.6,69033.094
2020-06-05,72.68,73.49,70.89,71.79,16347.96,117899.295
2020-06-08,71.77,73.44,71.75,72.98,9389.35,68297.64
2020-06-09,72.88,73.49,72.33,73.3,8251.18,60304.511
2020-06-10,73.0,75.86,73.0,75.08,14779.6,110879.777
2020-06-11,74.98,78.8,74.98,77.38,26251.55,202617.384
2020-06-12,75.22,80.0,75.21,79.93,22890.05,180527.184
2020-06-15,79.18,82.68,79.16,81.69,25088.69,204859.597
2020-06-16,82.0,82.5,80.6,81.8,18707.68,152774.798
2020-06-17,81.24,83.7,80.7,81.05,22205.74,181776.071
2020-06-18,80.81,80.81,76.62,76.62,28795.44,224038.564
2020-06-19,76.85,76.98,75.75,76.79,13095.69,100274.35
2020-06-22,77.0,78.11,76.32,76.87,11429.59,88167.529
2020-06-23,77.0,79.4,76.51,78.59,15618.31,122661.308
2020-06-24,78.5,79.95,77.45,79.39,13328.26,104804.341
2020-06-29,79.25,83.48,78.86,82.88,24816.24,202965.425
2020-06-30,82.65,85.89,82.15,83.41,19817.35,166624.756
2020-07-01,83.0,85.77,81.02,83.15,20575.74,171818.682
2020-07-02,83.4,86.86,82.68,84.01,17487.09,147581.82
2020-07-03,84.19,85.87,82.09,85.58,23623.91,199381.831
2020-07-06,86.8,89.2,85.17,88.98,29770.6,259337.542
