Date,Open,High,Low,Close,Volume,Amount
2024-10-11,87.12,245.0,87.12,178.01,319154.73,4708534.662
2024-10-14,101.0,155.9,101.0,109.95,213822.17,2519941.775
2024-10-15,105.0,115.44,92.07,96.73,188241.04,1922468.289
2024-10-16,99.06,105.51,88.0,90.4,194675.02,1860496.448
2024-10-17,83.0,84.88,68.61,68.96,204380.92,1540044.324
2024-10-18,65.0,66.01,62.06,62.96,198397.74,1254175.202
2024-10-21,61.66,64.5,61.03,62.18,135124.25,844661.032
2024-10-22,62.32,63.5,61.1,61.4,102287.12,634801.19
2024-10-23,60.84,60.84,58.66,58.95,109972.66,655969.61
2024-10-24,58.55,58.57,56.77,56.93,81477.84,467063.955
2024-10-25,56.93,57.79,56.79,57.18,60321.42,345166.6
2024-10-28,57.16,57.77,56.95,57.34,49921.03,286045.29
2024-10-29,57.1,57.39,53.98,54.1,88381.18,489367.306
2024-10-30,53.69,53.79,51.77,52.26,64652.08,340015.115
2024-10-31,51.78,52.6,51.77,51.8,49393.91,257224.921
2024-11-01,51.5,53.5,50.53,52.53,75560.75,396642.76
2024-11-04,51.76,51.99,50.0,50.6,57075.35,288266.512
2024-11-05,50.42,53.19,50.42,52.84,69740.01,362734.219
2024-11-06,52.6,53.15,51.61,51.97,54767.62,287610.991
2024-11-07,51.65,52.16,51.22,52.1,35758.36,185367.532
2024-11-08,52.26,53.69,52.26,52.51,52947.07,280381.945
2024-11-11,52.02,53.7,51.76,53.59,42998.2,227717.52
2024-11-12,53.58,53.66,51.33,51.72,56113.94,294190.077
2024-11-13,51.72,55.99,51.34,55.35,112294.36,612091.085
2024-11-14,55.6,55.8,52.61,52.69,76699.28,414219.376
2024-11-15,52.02,52.64,50.6,50.7,50460.28,260034.013
2024-11-18,50.5,51.08,47.1,47.69,49539.29,240663.517
2024-11-19,47.85,48.5,47.12,48.46,31120.74,148608.274
2024-11-20,48.33,48.98,47.86,48.88,30834.58,149465.246
2024-11-21,49.0,49.3,48.56,49.05,29666.92,145130.388
2024-11-22,48.9,49.24,46.3,46.3,35384.15,169467.036
2024-11-25,45.94,46.68,45.83,46.65,29033.0,134325.734
2024-11-26,46.59,51.32,46.1,51.32,68467.1,345281.604
2024-11-27,50.99,51.88,48.72,49.32,76443.38,379719.511
2024-11-28,48.62,49.35,48.18,48.32,45582.93,222261.022
2024-11-29,48.03,48.48,47.47,48.3,36768.06,176601.64
2024-12-02,48.33,49.57,47.9,49.0,37844.0,184678.517
2024-12-03,48.78,49.73,48.41,49.01,34055.54,166876.306
2024-12-04,48.71,49.48,47.71,47.76,31060.24,150692.991
